Frame,Tiempo(s),GT_Region,Gesto,Confianza(%),Modo,Confirmado,Region,X_norm,Y_norm,Modo_grounding,Hands_fiable
282,15.3046,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2433,raycast,No
283,15.3229,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.245,raycast,No
284,15.3442,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2465,raycast,No
285,15.3673,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2468,raycast,No
286,15.3899,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2473,raycast,No
287,15.4106,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2483,raycast,No
288,15.4359,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2497,raycast,No
289,15.4591,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2513,raycast,No
290,15.4766,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2522,raycast,No
291,15.5011,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2542,raycast,No
292,15.5229,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.255,raycast,No
293,15.5443,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2558,raycast,No
294,15.5679,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2574,raycast,No
295,15.59,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2587,raycast,No
296,15.6106,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2599,raycast,No
297,15.6351,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2609,raycast,No
298,15.6582,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2622,raycast,No
299,15.6758,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.263,raycast,No
300,15.6943,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.264,raycast,No
301,15.7164,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.265,raycast,No
302,15.7385,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2664,raycast,No
303,15.7618,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.268,raycast,No
304,15.7847,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2699,raycast,No
305,15.803,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2711,raycast,No
306,15.8206,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2715,raycast,No
307,15.8399,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2725,raycast,No
308,15.8581,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2734,raycast,No
309,15.8807,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2749,raycast,No
310,15.8988,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2756,raycast,No
311,15.9166,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2764,raycast,No
312,15.9396,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2781,raycast,No
313,15.9626,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2793,raycast,No
314,15.981,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2807,raycast,No
315,16.0005,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2817,raycast,No
316,16.018,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2824,raycast,No
317,16.0363,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2832,raycast,No
318,16.0541,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2841,raycast,No
319,16.0722,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2849,raycast,No
320,16.0899,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2851,raycast,No
321,16.1065,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2859,raycast,No
322,16.1255,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.286,raycast,No
323,16.1429,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2867,raycast,No
324,16.1626,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2875,raycast,No
325,16.1804,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2886,raycast,No
326,16.1979,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2891,raycast,No
327,16.2141,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2898,raycast,No
328,16.2319,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2902,raycast,No
329,16.249,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2907,raycast,No
330,16.2665,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2909,raycast,No
331,16.2843,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2911,raycast,No
332,16.303,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2916,raycast,No
333,16.3215,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2921,raycast,No
334,16.3412,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2928,raycast,No
335,16.3594,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2932,raycast,No
336,16.378,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2936,raycast,No
337,16.397,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2945,raycast,No
338,16.4144,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2951,raycast,No
339,16.4313,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2955,raycast,No
340,16.4503,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2959,raycast,No
341,16.4676,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2961,raycast,No
342,16.4866,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2963,raycast,No
343,16.5054,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2966,raycast,No
344,16.523,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2968,raycast,No
345,16.5397,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2968,raycast,No
346,16.557,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2967,raycast,No
347,16.5747,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2967,raycast,No
348,16.5921,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2967,raycast,No
349,16.61,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2969,raycast,No
350,16.6292,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2966,raycast,No
351,16.6474,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2965,raycast,No
352,16.6645,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2964,raycast,No
353,16.6815,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2965,raycast,No
354,16.7007,superior-izquierda,Sí,100,full,Sí,superior-izquierda,0,0.2965,raycast,No
